,comments,label
68296,별로 재미없어요.. 진삼국무쌍처럼 스테이지가 계속되는건데 별로에요,0
40143,30분 붙잡고 재미없으면 그 게임은 재미 없는거야.,0
21704,장난 치냐? 불과 몇 개월 전까지만 해도 잘 돌아가던 개암아 캐릭터 선택창 들어갈려고만 하면 튕긴다 몇 달사이에 게임 사양 조절 한것도 아닌거 같은데 ㅅ;1발 튕기는 것좀 고쳐줘 !!,0
85500,준비물 : 같이 개쌉노가다할 자신이 있는 백수 친구,0
3582,코옵하면 즐거운게임 3편. 다만 전작들에 비해서 볼륨이 너무 작음..,0
76162,프롤로그 너무하지 않습니까.....,1
98383,f1이라는 새로운 스포츠에 관심을 갖게 해준 게임 모터스포츠의 재미를 알게 해준 훌륭한 작품 한글화만을 바랄뿐이다.,1
47366,ㅆ ㅣ ㅂ ㅏ 이게 게임이냐?,0
94622,제가 원래 좀비 게임을 싫어하는데 이건 중독성 있고 재밌네요. 추천합니다.,1
47074,키변경만 가능해도 나름괜찮을텐데,0
1363,점프 떨어질 떄마다 손 잡으라며 굳이 다시 내려와준 피그에 대해 여운이 깊습니다,1
56551,튜토리얼에서 버그로 튕겨서 접은 게임은 처음,0
1714,90퍼 할인해서 샀는데 2400원이라서 할만함 솔직히 한국어 자막이 없는게 아쉬워서 그렇지 나머진 ㄱㅊ음 근데 만약 이걸 24000원에 산다면 HO9임,1
45172,64비트 지원이라는 하나에 압축할수 있음 그정도로 전작과 달리 가벼워 졌으며 세분화된 코치 시스템 쇼셜피드 시스템으로 팬들의 반응을 볼수잇는 재미난 요소 등등 많은 발전이 있는 이번작 2017,1
26787,시간떼우기용,1
43153,무료게임 치고는 괜찮았을 수 있다 하지만 내 예상보다는 않좋았다 그래서 비추합니다,0
13251,재미는 있는데 저만 사람들이 없나요?,0
35394,그래픽은 뛰어났지만 게임성은 영 다양하지 못한동물들 또는 플레이,0
51234,갓겜임은 틀림없음,1
95463,게임하다가 누나가 불끄는 동시에 건물이 무너셔 끈 게임 엄청난 트라우마와 동시에 무서움에 대한 내성이 조금씩 생겨났다 밤에 아무도 없는 도로에서 웃으며 걸을수 있게 되었다,1
4391,한 5시간정도 하고나면 질립니다. 하지만 생각날 때 마다 한번씩 해볼만큼 재미는 있습니다.,1
60241,멀티 플레이어 지원한다길래 샀는데 무슨 조건이 있는듯?,0
16277,화면이 정말 예뻐요. 한글화도 잘 되어 있구요. 전투하는 재미도 쏠쏠합니다. 강력 추천!!!,1
33711,재밌어요 최근에 한글화가 되어서 플레이하는데 불편함이 없어요 고전의 향수를 느껴보고 싶다면 꼭 다들 해보시길 ^^* 갓겜,1
69538,아니 분명히 내가 먼저 쐈는데 dafdsf,1
98846,러시아 게임이라 핑이랑 낮지만 잼있음,1
81874,개명작이라해서 세일할때 샀는데 진심 1번하고 걍 안함,0
50946,여름에 걸맞게 장편 미드를 팝콘먹으면서 컨트롤러로 하면 죽이는 게임,1
7128,7700k 1080ti 16g qhd 144hz 구성인데 144 지원도 아직 안되는듯 하고 최적화는 아직 안좋은거 같네요. 출시초라 그런지 달리는것도 잘모르겠고 두고봐야겠습니다.,0
97987,시발 게임 좆같이도 만들었네,0
70742,제발 뒷부분을 줘.. 돈낼게!@@!!@@@@ 게임 끝내고 나서 'ㅋㅋ이제 인크로 끝났다 겜 다뒤졌다ㅋㅋㅋ' 하고 기대하고 있었는데 끝나버림 ㅠㅠㅠ,1
16903,모바일 앱 부터 쭈욱 해온 사람인데 스팀에선 한국어지원까지 되서 정말 재밌게 플레이 했습니다. 제가 드래그 앤 터치인지 뭔지 이런 게임 방식 되게 싫어하는데 러스티 레이크라서 즐겁게 플레이 했네요. 갓겜입니다.,1
7843,이건 VR 입문게임이 아니라 그냥 VR 패키지 게임인 것 같은데..... 진짜 이 게임을 무료로 할 수 있게 해준 벨브에 환호와 박수를!,1
49353,하고싶은대32bit...,1
57166,그냥 사지마세요,0
46051,역시나 텔테일 초반에 본인만의스토리를 만들려해도 막판가서 뒷통수나 왜선택했나 싶을정도..황당한 결말 하지만 킬링타임으로 할만한게임,1
26329,설령 패배하더라도 목숨을 걸고 주군을 되찾아 오는 것. 그것이 내 닌자이니 - 쿠로 시간 지나서 환불 실패 ㅠㅠ,1
49061,아오 눈깔 빠져!,1
49907,내 인생 최고의 게임 시리즈.,1
65075,페네트레이터 샷!!(좆나 더러),1
1257,게임이 너무 불친절함 무슨 아무 설명도 없냐,0
85392,자신의 인내심을 테스트 할 수 있는 그런 게임다,1
70938,이거 초창기만 하더라도 한국인들 많았고 사람도 많았는데 지금은 사람들이 죄다 어디갔는지 의문이다 한국섭도 다사라졌고 아시아섭은 멸종 단계같다. 들어와봤자 사람 진짜 없다,0
56971,좋은점은 우주라는 배경에서 생존과 도안모으기. 한국어 지원좀 해주세요 ㅠ,1
48423,마나 파밍전까진 재밌다가 마나파밍부턴... 지겨움,1
27979,파면 팔수록 그 깊이를 알 수 없는 격투 게임,1
24348,게임 값은 올리고. 재미는 내리고.,0
32222,함정을이용해서 적을죽이는것이 제일 재미있는거같다,1
86782,"트위터에 7월달에 한글화된다고 확정나서 구입하게 되었습니다. 일단 존버하고있긴 한데, 평가들도 좋고 기대하고 있습니다.",1
2911,지구와 똑 닮은 행성을 찾기 위해 18 기가광년정도 나왔습니다. 하지만 지구와 닮은 행성 찾기란 너무나도 어렵군요. 그럼에도 불구하고 인류가 살기 좋은 행성을 찾기 위해 여행을 계속합니다.,1
64165,다좋다 다만 빌어먹을 개적화..,1
4892,음파를 활용하여 제시된 퍼즐을 해결하는 스테이지-클리어 형 게임 ....그런데 Dark Echo 같은 형식의 퍼즐(?)과는 전혀 다른 느낌의 음파.,0
66948,앞으로의 가능성이 높은 게임,1
10766,게임 자체는 나쁘지 않습니다만 일반 웹사이트에서 볼 수 있는 플래시 게임 이상도 이하도 아닌듯한 느낌입니다.,0
71102,시작하자마자 히컵대사에서 멈추고 게임을 못함... ㅈ...망겜..인가.... 영화는 재미있게봤음 ㅋ,0
61478,대표적인 퍼즐 조무사 머리를 쓰는 부분은 적고 노가다해야하는 부분이 많다.,0
98468,마지막 패치가 2014년. 이 평가를 작성하는게 2016년. 1년 넘게 패치가 없었음,0
78569,이상태로 보스만 추가한다면 유료든 무료든간에 사서 하고싶다 간단히 하기 딱 좋은게임 DEAD와는 달리 좀더 게임의 핵심적인요소 만 보이는게 더 좋은듯,1
88528,이 게임을 사고나서 후회해가지고 환불했는데 그걸 또 다시 환불취소를하네,1
16109,한글화 해준다고 하지 않았습니까? 킥스타터 모금에서 한글화 확정 금액은 돌파했는데 왜 돈은 잡수시고 한글화는 안 해주십니까?,0
77810,ctf 이 좇같은건 왜넣고 지랄이냐 안해,0
95248,독과점과 사재기의 무서움을 보여주는 장사RPG,1
11595,1만2천원 활인가에 샀다 내가 캐릭터나 그런거는 관심있게 보고 타격감같은 요소는 거의 안보는 타입인데 그런 내가봐도 타격감이 너무없다 내가 맏는지 떄리는지 알수있는게 싸울때 나오는 숫자밖에 없다는거 물론 캐릭터쪽은 마음에 든다,1
31318,영어 못읽고 일본어 읽는데 왜! 일본어 깨져서 나오는지요;;; 英語できないのにどうして日本語文字化けですか！다 아 고쳐서 했는데 재밌음,1
43136,전투는 재밌는거 같은데... 길찾기가 어려워요... 분명 방향은 알려주는데 왜 거기로 못가겠니 ㅠㅠ 저같은 길치는 하지마세요. 3D멀미 납니다. 잘만들었지만 저는 비추ㅠ,0
245,아니 아무것도 않했는데 무슨 타사 소프트웨어 썻다고 10년 정지야 ㅈ망겜,0
16264,처음 하는 사람은 게임에서 밤이 되면 미친듯이 무서울 테지,1
28621,노트북에 웹캠 달려있어서 쓸 수 있는 줄 알았는데 못쓰는 거라 아무것도 못해봤다... 가상 웹캠을 연결시키면 자기가 자기 인식해서 계속 고개 숙였다 돌아왔다 반복하는 ㅋㅋㅋ,1
94428,망겜 ㅇㅇ,0
31130,Win10 지원을 안해서 환불함. 옛날 게임이라고는 해도 호환성좀 신경써줬으면 좋았다,0
225,WTF!!! 길찾다 개빡치네.. 길치랑 성격 급한 사람은 하지말길...,0
11903,재미없었어요,0
7610,ㄹㅇ 게임좀 즐기려고 하면 튕긴다 좆망겜 수준진짜 야간전하면 불빛때문에 야투경끼면 눈뽕 안끼면 적들이 안보이고 게임을 ㄹㅇ 줫같이 만들었음,0
45068,재밌어요. 근데 하지마세요.,0
51463,옛날에 미궁한적 있다면 무조건 하세요!!,1
89018,레벨은 25까지 있는것 같은데 3에서 안넘어 간다 분명 적들을 다 해치웠지만 안넘어감,0
57832,처음에는 하드모드로 해도 너무 쉬워서 아쉬웠는데 하드코어모드 부터 재밌어요 새로운 캐릭터도 언락 할 수 있고,1
69764,전에는 됐었는데 실행이 안되네요.,0
19326,이거 살바에 7&맹장전 사던지 무쌍오로치3나 해적무쌍 젤다무쌍 사는게 1000배 이득이라는것만 기억하십시오.,0
7000,장점 : 매우 현실적이다. 단점 : 처음에는 적응이어렵다.,1
9871,이거 뭐하는 게임임?,0
48703,나름괜찮,1
83074,배경이 정말 멋지고 소재 말고는 별로..,0
48682,그냥 소장용... 시리즈가 얼마나 많이 나왔는데 스팀엔 이제서야 첫 시리즈가 등록됐네요... 이후 시리즈들도 등록되면 필구예정 ㅋㅋ,1
85122,47 시간만에 리치 꺤 후기 요약 = 만든 제작자 애미 릴봄버,0
92153,팀 AI 씹 ㅎㅌㅊ,0
74796,아이템 얻으려고 몇년전에 산 게임을 할꺼없어서 해봤는데 정말 재밌는 게임이다. 케릭터들의 입담도 재밌고 운빨로 싹 다 파산시켰을 때 그 기분은 매우 기모찌이이 하다,1
21777,잔잔하게 남의 이야기 듣는 게임,1
83332,저랑은 잘 안맞는 것 같네요. 게임이 너무 복잡합니다.,0
52111,스크린샷 얻기용 게임...슴쿠라 시리즈.,1
97650,솔직히 좀만 더 찢자,1
45177,이런 장르를 엄청나게 즐기진 않지만 가끔씩 하는데 상당히 재미도 있고 최적화 같은 부분에서도 나쁘지 않은듯 합니다.,1
33358,완전재밌어요!!!스릴 넘침니다~~,1
5608,짧게 즐길수 있는 메트로베니아 찐 명작 강력 추천합니다,1
71552,버그는 많으나 재미로 커버 가능 다만 엔드컨텐츠 이외의 컨텐츠 부재로 적정선 이후 플레이는 지루해 지기 딱 좋음.... 킬링타임용 게임으로 개 추천,1
11345,일본 우익놈들 존나많네. 집에서 처박혀서 키보드워리어질이나 하고있고,0
26350,스토리 엔딩보고나면 할게없어짐..,0
20487,"뭔진 모르겠고, 시작한지 10분정도 되서 끈 게임. 하는 사람이 있긴 하다만, 외국인이 97% 한국인이 1%라고 예상. 다신 하기 싫다, 돈주고 산다면 왠만해서 안살게임.",0
96900,"게임자체는 재미있게 했습니다만..... 운영이 답이 없습니다. 유저 피드백 무시, 버그 방치,업데이트 후 새로운 버그 생성, 게임내 악용되고 있는 수호목 시스템 방치 끝도 없습니다. 7개월 전이라면 추천 해볼만도 하지만 지금은 절대 하지마시기를....",0
9903,허수아비 아저씨 차버전 라디오 락 채널 있는데 이름만 락라디오이고 나오는 노래는 유사씹디엠이라서 개좆같음 차 부품 바꿀때 어떤 부품은 내구도가 노란색이여도 되고 어떤건 안되서 개좆같음 부품 내구도 다 노란색이상인데 고무부싱 x되있으면 ㄹㅇ 패드립나옴,1
51554,"Ryzen7 1800X, DDR4 32g, 1080Ti 인데도 엥간히 버벅거립니다... 멀미나서 할 수가 없네요",0
39596,버그도많고 렉도심함,0
7893,할때마다 스트레스받는 게임,1
46208,스크린이라는 외계인이 침공하는 작품입니다. 스크린은 참 불쌍한 외계인 입니다.,1
17585,무료로데모버젼 배포했을때랑 다른건 없고미세하게 조금 추가된거 같은데그걸로 1000원을 받는건 좀 그렇긴해요 그래도 어디까지나 데모버젼이 이정도이면 완성작이 기대되긴 해요,1
62156,역시 집중력 장애가 있는 나에게 48분씩이나 집중을 하며 플레이 할수 있게 만든 게임. 이것은 단순한 게임이 아니라 치료목적으로 활용될 수 있다고 생각됩니다. 주황색과 흰색 블록이 추가되어 조금더 머리를 쓰게 하였습니다. ADHD 치료에 효과적.,1
52612,멀티가 안되서 아쉽긴 하지만 재미 있어여,1
49367,이거 재미없는거 저만 그런거 아니죠...? 배필 1 하다와서 그런가 조작도 불편하고... 간만에 재밌는 콜옵 나왔다고 생각했는데 뒤통수를 후려 갈기네요. 배필1 하러갑니다.,0
33495,언럭키 둠,1
69782,"혼자 게임하면 좀 심심할 수 있지만, 3명이서 코옵으로 즐긴다면 충분한 재미를 보장해주는 게임인 것 같습니다. 하지만 정가를 주고 구입하기에는 약간 아쉬울 수 있으니 할인을 노려보세요 ~!",1
46351,음... 워프레임보다 더 불친절한 게임은 처음본다,0
25585,한국어 패치 기념으로 추천합니다.,1
11654,유튜브에 공짜로 내놓은걸 스팀에서 2200원이나 받고 파는 좀비왕의 심보를 알수가 없다,0
15423,지루하다. 차라리 적은 피해라도 확정적으로 입히는 적이 많았다면 게임이 훨씬 흥미진진했을텐데 접근하면 즉사시키는 느린 공격밖에 없어서 전혀 재미있지 않음..,0
51544,"스팀으로 프리셀을 하고 싶다면 플레이해보세요. 무료입니다. 빈셀에는 서로 다른 색이 숫자 순서대로 번갈아 배치하고, 홈셀에는 A부터 K까지 같은 문양이 순서대로 뭉쳐지도록 하면됩니다.",1
53526,버그 때문에 갑자기 종료되고 에러 리포트 보냈는데 다시 할려고 접속하니까 임의로 종료했다고 나옴.,0
93245,액티브한 게임들을 하다보면 가끔은 소프트한 게임을 원할때가 있다. 이 게임은 그런 사람들에게 주어질 수 있는 꽤 괜찮은 선택지이다.,1
1239,와 솔직히 이거 하다가 현실에서 현피각 오지게 나옴. 이거 하지마셈. 진짜 인간불신 하루아침에 한번에 생깁니다. 수고하세요. 전 일단 제 지인의 반을 죽이러 갑니다.,0
90947,용량을 조금만 줄여주시면 더 좋을듯 하네요.,1
52024,아.. 뭔가 정말 생각 많아지게 한 공포게임 엔딩은 봤지만 뭔가 씁쓸한 느낌은 지울수거 없네요.....,1
12667,죤내 무서워 접어....아 심장아....,0
49583,재밌는데... .. ... .... . 컨텐츠가 부족해애애애애애앵애ㅐㅐㅐㅐㅐㅐㅐㅐㅐㅐㅐㅐㅐㅐㅐㅐㅐㅐㅐㅐㅐㅐㅐㅐㅐㅐㅐㅐ 뭔가 더있었으면 참 재밌었을텐데 .... 다른사람 추천하기 미안해지는 컨텐츠량 긍정적 마인드 가지고 계속 하려해도 할게 너무없다,0
3329,인생 게임중 하나,1
9785,그냥 배그 훈련장 가십쇼,0
49112,몇일전부터 갑자기 업데이트된후에 공개서버목록이안보이는데 친구랑못해서 열받네요. 친구추가되있는데 친구서버에는뜨지도않고 다른버그고칠게아니라 기본적인것부터 고치지 ㅈ망겜,0
26613,나치 죽이는맛이 일품임 ㅋㅋㅋ,1
11845,창작모드 어떻게 사용하나요,1
13537,뭔;;,1
81368,죽엇!!!!!!!!!!111222222222,1
12024,ㄹㅇ 꿀잼인데 할인을 해도 별로 값이 차이가 없어.....,1
93523,게임 너무 아기자기하고 취저입니다 진화 방법을 아시는분 저에게 친추좀 부탁드려요 ㅠㅠ ❤ 올리는 방법좀 ㅠㅠ,1
28530,"2007년에 나온 라이덴 4부로터 9년뒤에 나온 2016년 게임이라는게 믿기지 않을 정도의 그래픽과 연출, OST만 건진 게임",0
10746,장점은 맵이 생각보다 넓지만 단점은 언어 부분에서 한글 등 지원되지 않는 언어들이 있다는 점 이다.,1
97161,"기존의 메탈기어 시리즈에 익숙하며 이와 다른 이질적인 구성을 원치 않는다면 비추천. 생존이나 디펜스 장르를 좋아한다면 추천. 요약 : 나쁘진 않은데, '메탈기어'라는 간판은 빼는게 낫지 않았을까....",0
243,재미는 있어서 플레이 하는데 난데없이 잠수로 강퇴당했다....킁 좆목질 노답,1
89380,호구같은 드롭시가 불쌍하다,1
65599,스토리 다 본 후 질려버림 하지만 후회는 없음,1
78683,아니무슨게임이 카메라가 지좆대로 움직이네 게임자체가진행불가야 진짜게임을이따위로내놓냐 기대많이했는데;,0
1129,무료로 트라우마를 다운받으세요.,0
21989,스팀에 올라오기 전에 엘온을 구입한 사람은 스팀을 통해 업그레이드가 안됨,0
17180,시발 쪽바리꼠,0
91002,기존 더쉽보다 퇴화한 더쉽 그래픽 빼고 모든 것이 퇴화했다. 이럴 거면 왜 만들었는지를 모르겠다.,0
33008,병신,0
8438,제작자님이 극한의 실용주의적인 다리를 좋아하시는 듯 ㅇㅇ,1
73892,넥슨때 재미있게 했었는데 서비스가 종료 되어 아쉬웠는데요.. 내장그래픽도 해상도만 낮추면 중옵이 돌아갔던 최적화 지리는 게임 이였는데요.. 이렇게 스팀으로 즐길수가 있다는 참으로 잘되습니다.,1
5522,혼자하니까 넘나 어려움 친구랑 같이하셈,1
13522,재미없다. 답답한 인터페이스 부족한 타격감 몰입되지 않는 스토리 평가보소 구입했다가 완전 낚인 기분이다. 취향타는 게임임.,0
17176,음 너무재밌고~,1
71762,하이즈 하지마세요 고수랑 실력차 오집니다 그라운드로 갈아타십쇼 형님들,0
82148,"병맛컨셉은 딱 내 취향이나, 컨트롤이 너무 어려움. 환불함",1
74912,몇년만에 정식출시 해놓고 결국 남은건 짱깨뿐이냐?,0
85752,"'' '부탁인데', 그 단파 수신기 라디오 좀 주워볼 수 있겠나? ''",1
80028,불친절해요! 재미 없어요! 내 시간을 돌려줘요,0
39492,무서워서 질질 짰다 그런데 내용이 너무 흥미로워서 질질 짜면서도 계속했따,1
17615,꿀젬 힘들지만 ㅋ,1
52922,조작이 너무 불편해요.,0
51919,나만 그래픽 깨지냐 풀옵인데;,0
71298,Error Granite:2000000 오류코드 때문에 게임 저장 안됌 강제 켠김에 왕 튜토리얼 스킵 안됌 튜토리얼만 지금 고인물임,0
56716,한글화 안해주고 이런거 다 참고 이해하는데 게임 못할정도로 렉이 심하잖아요;; 게임 팔때 실행도 안해보고 팔아먹으시나??,0
81000,충격!) 패치를 할 수록 병신이 되가는 게임이 있다!?!?,0
13833,하프라이프1스토리을 무료로할수있는게임,1
63070,허니팝이 더 재밌음,0
97530,게임 시작이안됨,0
40432,1인 개발이라 어느 정도 이해는 가지만 최적화는 정말 극혐 수준이다. 2014년도 2.0 때부터 해왔는데 게임의 방향성이 조금 많이 아쉽다. 언턴드 2나 기다려봐야겠다,0
41218,하핳ㅎㅎ핳ㅎ...,1
85491,게임이라고 불리기에도 좀 애매한 물건으로 원형의 궤적에 맞춰서 마우스 클릭을 하기만 하면 된다. 그 외에는 일절 어떤 게임적 장치가 없으며 차라리 OSU!나 응원단을 하기를 권장. 절대로 사지 말 것.,0
52434,그림은 중세적이고 어두운게 좋음. 클릭만 했더니 도전과제 깸(영알못),1
96262,다이렉트 게임즈에서 구매하시면 한국어 지원됩니다. 스팀에서 구매하지 마세요. 추가 이제 스팀에서 구매하셔도 한글지원 됩니다!,1
47058,복잡해 보이지만 간단하고 재미있는 게임입니다. 원소를 조합해서 스킬을 난사하는 재미가 있습니다. 입맛대로 스킬을 조합해서 적의 대과리를 따보아요,1
75445,"1. 버그 많음 2. 3D 처리의 부족함 3. karoshi와 완전히 똑같은 맵구성의 일부 스테이지 1,2는 인디게임이니 이해하고 넘어가더라도, 3은 좀...",0
62710,30분하고 환불,0
42375,그 찐따같던 국산이 맞나? 가슴이 웅장해진다....,1
50204,짧고 굵은 게임 구시대적이고 단조로운 픽셀아트에 꺼리낌이 들 수도 있지만 직접 해보면 게임 내에서의 연출은 뛰어나다. Team.SM의 한글화 패치에 감사드립니다.,1
71483,네 10분하고 손절합니다,0
83133,게임 파밍도 잘되고 렉도 그리심하지 않네요 추천드립니다 (서버가 조금씩은 끊기지만 재미있음),1
79044,그체하고싶은데 실행시키면 로그인창도 안뜨고 바로 꺼지네요,0
32210,이게임은 실행도 안돼 평가를 할수가없다. 전형적인 서버문제인 게임.,0
80010,액션이랑 타격감 개쩐다. 그뿐이다. 정가주고 살생각 꿈에도 꾸지마셈.,0
39031,개씨1발 ㅈ같네 ㅈ같은 거 생각하기도 싫으니깐 알아서 걸러라 씹새들아 옛날 느낌 내려고 하다가 2시간동안 욕만하다가 환불도 못한다 씨1234발,0
53432,뭔 게임이 시작이안돼 ;,0
1588,대회상금과 옛날의 영광을 논하기 전에 지금 왜 흥하지 못하고 있는지 생각해보고 신규유저 접근성을 개선해줬으면 하네요...,0
34765,이거 왜 삿지?,1
44421,유튜브 빅스푼,1
62543,재밌네요...,1
89970,재미가있다,0
1024,"유로트럭 맵 자동차가 멋지고 도로,화물 배경풍경이 사실적 같아 너무 좋습니다/아쉬운 점은 트럭의 다양화와 막힌 도로가 많아 우회도로를 막는것 같았습니다 도로상에 자동차 종류를 많이 해주세요 .",1
72679,4만원 돈값은 못함 아직은 밸런스도 엉망이고 컨텐츠도 부실함,0
12540,야 시발 이거 존나 웃김. 자막 번역이 없다는게 너무 아쉽지만 이렇게 짧고 굵은 잡종은 처음봄. '마크 4S' 스타일로 가자고 개시발들아.,1
30157,갓ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ겜인줄 알았지만 삼만원주고 샀지만 며칠후 반값 후 무료화 후 겜 배틀로얄행하고 망해버려,0
78834,걍 1100원짜리 'DDong' https://www.youtube.com/channel/UCvsLBEjJ4kBwyRsTBWB_eHA,0
8082,"약 빨고 만든 게임이라는 수식어가 따라붙는 걸 구매 전부터 수없이 봤는데, 그 말은 그저 이 게임의 컨셉이나 소재가 괴랄하다는 의미이지 빵빵 터진다는 의미가 아니라는 걸 깨달았다.",0
86842,Ai 애들이 성문 부수고 가만히 서서 디지는 갓겜!1년 동안 숙성해야 재미있어져요 1년 지났네? 1년 더 숙성하세요!,1
69246,할인할때 사서하면 딱 맞음 레벨 디자인이 많이 아쉬운 편인대 허무하게 끝나는 경우도 많고 어쩔때는 지루하기도함 악평에 비해서는 할만한 게임이다.,1
69687,캐릭터는 좋은데 게임방식은 최악입니다 제목에 '디펜스'라고 넣었으면 좋겟어요,0
96238,앙 금모딱,1
89309,게임을 샀는데 나를 반겨주는건 가가가가가 뿐이었고... 여튼 언어 변경하는법 아시는분은 좀 알려주세요;;,1
34259,2.0때는 떡상한다.... 겜에 네오폴리탄이랑 섬란카구라 묻혔으니 이젠 다들 하겠지??,1
15723,ㅋㅋㅋ하다 못해 이제 배그까짘ㅋㅋㅋㅋㅋㅋ,0
29462,단순하고 재밌네요,1
41968,10년 전에 했던 컴뱃암즈보다 더 재미없는 느낌.,0
38283,이게게임이냐?,0
38936,재밌습니다. 원래 이런 종류 게임을 즐기지 않는 게이머였는데도 상당히 잘 만든 게임입니다. 다만 80년대 악마성이 그러했듯 지도가 준비된 공략본을 하나 준비해 두는 것도 좋을겁니다. 일부 퍼즐 구간이 상당히 어려울때가 있습니다.,1
41272,재미는있는데 어렵고 힘드네요,0
12875,게임은 재밌고 좋지만 유저가 너무 없습니다😣,1
57587,보드겜은 손맛,0
16335,휴대폰에서 해봤는데 그 땐 싱글모드만 해봤음. 싱글 모드에 데일리 모드에 남들이 만든 맵도 할 수 있는 것 같고 1~4인 같이 할 수 있다는게 같이 하기 좋은 듯. 동생이랑도 하고 친구랑도 하고 굳굳! 좀 어렵긴 하지만 재밌고 캐릭터도 귀여움!,1
93339,초반에 주인공컨셉 잡는건 좋았는데 전투 튜토리얼 들어가자마자 그냥 겜 스멜이 나서 환불해버렸다. 그냥 평가 더 좋아지면 사련다 항상 무슨 게임이던 첫인상이 중요한 법인데 첫인상이 별로였다.,0
79732,진짜 개극혐,0
14782,전자 마약이라고 들 하지만 이정도로 나를 놀라게 할줄 몰랏다. 장난 아니다. 간단하지만. 나의 멘탈을 부숴버리기엔 충분햇다. 말이 안나온다. 해보길 바란다.,1
73044,지도자의 현명한 머리와 냉철한 판단이 필요한 게임입니다. ㄹ혜 공주님처럼 7시간 행방불명되어 지휘가 없으면 안됩니다. 작전을 잘 짜서 분대원들의 생환율을 올려주세요 그들의 따뜻한 가정으로 돌아 갈 수 있도록...,1
22046,AOS는 탑이 21뎃하고 넥서스 백도만 하다 터지고 FPS는 상대 이코라운드에서 진다.,0
11900,아아니...번역이 이게 뭐야ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ뭘 알아보질 못하겠어,0
58149,스토리 좋고 그림체도 예뻐요 게임이 아니라 영화를 보는거같아서 진짜 추천이에요,1
21266,정말 비추. 9만원 주고 시즌패스까지 사고 많은 후회를 하고 있네요. 90% 할인 하시면 사시는게 좋다고 봅니다.,0
52832,잼씀 무조건 한글더빙으로 들어야하는게 아쉬움,1
4716,그냥 플랫아웃2의 리마스터 버젼. 맵도 다 같고...잔챙이들이 많아짐. 차는 몇개 늠,1
57295,트레이딩카드에 혹해서 잠깐 클릭질을 했지만 이걸 왜 계속 해야하는건지 모르겠다....,0
34587,와 ㅈㅁ겜인줄 알았는데 개씹갓겜 싸발적이고,1
26562,쯔꾸르 게임을 즐겁게 할 수 있는 사람은 복 받은 사람이다. 그 사람은 멀 하던 즐거울 것이다.,0
48261,"퍼즐 안의 퍼즐, 4컷 안에서 할 수 있는 것들이 무궁무진하다. 동화같은 그림체로 눈이 즐겁지만, 난이도는 그리 즐겁지 않다.",1
85257,벌써부터 머리아파,1
47785,개 시뻘 그지같은 게임이 한창잘하다가 요즘에는 실행만되고 인게임 조작이 1도 안되네 그딴거 안고치고있고 도대체 머하는건지 슈발,0
73000,거지같은 조작감에 대단히 엉성한 설계. 나름 재미있게 했지만 정가 주고 샀으면 무척 화났을 듯.,0
54165,ㅈㅗㄴ나 어려움,0
45724,그래픽이 좀 싸구려틱한거랑 리버설엣지만 빼면 소울칼리버 감성을 잘 만들어낸듯,1
87135,낯선 감정.,1
69202,유메닛키 느낌의 플랫포머 게임 얻은 아이팀을 적절하게 사용하여 길을 뚫으면 됨 할인하면 550원 정도 하기에 돈 남으면 해보는것도 괜찮을듯 업적 올클도 쉬운편,1
82551,가성비가 매우 높다 (제작자 입장에서),0
60684,한국어 패치가 되지않거나 오류가 있다는 것에 많은 실망입니다,0
50475,재밌습니다. 어렵지도 않고 친구끼리 협동해서 나갈수있는 게임이져,1
9293,다 필요없고 머스킷,1
32780,언어의 벽은 컸다.,0
36700,한국인은 10명중 1명이 좋아할 게임,1
90409,엘펠트가 정말 귀엽지 나도 좋아해,1
97797,갓겜 아주 갓겜,1
86368,시작하자마자 죽는 기분이란 정말 좋았습니다,1
66509,많은 시간이 필요한 게임 하지만 무난하게 플레이 할수 있다.,1
68753,최고의 턴제전략게임.,1
94831,이게임은 가장 좋았던 점은 스테이지가 상관없이 두번째 보스만 잡으면 자유롭게 다닐수 있다는 것.또가격대비 괜춘함 하루만에 진엔딩 까지가능,1
61288,병신같은게임인게 버그인지 늪지데에서 몰 찾으라고 하는대 왼쪽위 퀘스트 눌러봐도 아무것도 없는 곳으로만 줌 되고 혹시나 해서 근처 3시간동안 조낸 뒤져봐도 좃도 안나옴 그냥 버그때문에 게임 계속불가함. 환불할수 있음했다 개같네,0
60110,평가할 가치가 없는 게임.,0
99472,"너무 우려 먹고 있기에 평점이 높지는 않습니다다만, HoMM 시리즈가 망해서 그런지 킹스바운티가 위대해 보이기에 추천합니다.",1
48313,의외로 퍼즐이 무지 재밌다. 오히려 야한 부분은 정말 일부분일뿐,1
36702,꼭 해보세요.,1
71381,피오나 넘모 갖고 싶눙,1
89795,"스토리가 갑자기 마무리되는 느낌에서 참 묘한 게임. 게임하는 내내 재미는 있었고, 전투, 무기나 장비 만드는 시스템은 그동안 했던 스토리게임이랑 많이 달라서 새로운 맛에 재미있게 했음. 피지컬 안 좋아도 캐쥬얼하게 하기 좋은 게임.",1
82466,플레이어의 플레이 스타일을 고려한 스킬들과 나름 다양한 무기들 고로 갓-겜,1
41301,22일 구매했다는 말만 하겠습니다,1
