,comments,label
373,여러분 핑크도 있어요ㅠㅠㅠ너무ㅠ예쁘답니다...원래 핑크색 엄청 싫어하는데 보자마자 와 이거 사고싶다해서 lg아닌 사람들도 살수있다길래 바로 쿠팡에서 샀는데 진짜 쓸때마다 귀엽고 ㅠㅠㅋㅋㅋㅋㅋㅋㅋ근데 빨강색도 예쁘더라고욬ㅋㅋㅋ,1
374,아이폰 이번에나온것보단 디자인훨낫다진짜 근데 애플로고좀원위치로올리면안되나,1
375,이번 Z폴드2 정말 잘 나왔어요^^,1
376,11111111 전에 카드 놓고 왔다가 진짜 너무 불편했어여... ㅜ 삼성페이 진짜 부러움,0
377,와 예쁘다,1
378,저도 배터리 때문에 이번에 11로 바꿨음여... 보조배터리 없이는 어디 가지도 못함ㅠㅠ,0
379,레드처돌히인 저는 언제나 레드가 좋아요....,1
380,프로 실버 조아여,1
381,삼성페이 짱화질 짱,1
382,"넘예다 ㅠㅠㅠ 나 아이폰인데 갤럭시로 바로 갈아타고 싶어 ,, 근데 가격 넘 비싸 160인가 170까지 하던데",1
383,아니 왜케 비싸게 내는거죠??ㅠㅠㅜㅜ 엘지가 이번에는 좀 괜찮게 뽑았다고 들었는데 가격이..어휴 엘지 힘 좀 내서 열심히 해주세요ㅠㅠ,0
384,이거 갤럭시 쓸 때 상단에 인스티즈 로고 생긴 적 있었는데 ㅋㅋㅋ 번인 싫어서 폰트 좋아도 갤럭시 안 씀,0
385,"폰 두개 쓰고 싶어요ㅠㅠㅠ 갤럭시 z플립이랑 아이폰,,, z플립 보라색 너무 예쁜것",0
386,아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ역시 LCD최고.......화질 조금만 포기하면...,1
387,사진.곤란.,0
388,옐로우 실물깡패라던데...ㅎ..후 갖고싶다,1
389,콩나물보단 나음,1
390,쓰면 원하는 만큼 안움직여서 불편한데 안쓰다보니 좀 허전하던데....,0
391,램 3...ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅌ,0
392,이미 집에 두개 있어서 필요없었는데 좋네염 가격도 싸고,1
393,세성에 11나오면 살까... 원래 요번에 바꾸려고 했는데ㅠㅠ,1
394,"뭐 lte폰 계속 써야겠어유5g사도 제대로 쓰지도 못하는데 돈 아깝,,이통사한테 일부러 돈 퍼줄 이유는 없죠",0
395,"하 옙뿌다,,,,",1
396,핳 애플 초심 찾아와,0
397,와 폰에 관심 없어서 한 핸드폰 안 고장날 때까지 쓰는데 저건 진짜 갖고 싶다 ㅠㅠ,1
398,핑크 짱예,1
399,둘 다 못생겼어요 ㅜ,0
400,와 괜찮은데요!,1
401,헉.. 난 갤럭시만 써야겟다,0
402,와 진짜 너무 예뻐요,1
403,지금 노트 텐쓰는 사람인데 이어폰이 충전단자에 연결할수있게 c타입으로 나와요!!,1
404,제 발 엣지좀 빼ㅐㅏ애ㅐㅐㅐ!!!!!,1
405,아 악 ?!,0
406,갤럭시는 얼마나 더 대단할지 궁금..,0
407,강낭콩 귀엽ㅋㅋ,1
408,애플 소프트웨어 진짜 꾸준하게 업데이트 해주져...삼성도 오래오래 업데이트 해줘라~!,1
409,3 둘 다 써봤는데 갤럭시가 실생활에 더 유용한 기능이 많음,1
410,화이트 최고에요ㅜㅜ,1
411,버즈 산지 얼마안됐는데ㅠㅜ...,1
412,위에 제 댓글 봐주세요! 자체에 깔려있던 인터넷 앱이 필요해요ㅎ (삼성인터넷 브라우저),0
413,옐로우 너무 사고싶어여ㅠㅠㅠㅠㅠ,1
414,나만..별..별로..인가..,0
415,근데 딱딱하고 유연하다는 자체가 엄청 어려운거일텐데,1
416,저 아이폰 14년도부터 올해까지 쓰다가 갤럭시로 갈아탔는데 오이 없어여~!,1
417,근데 문득 이 폰 가진사람이 우리 집 앞동 아파트라면..? 라는 생각이 듬...,0
418,사고 싶어요 진짜 돈만 많다면...,1
419,뭘 쓰던 그건 개인자윤데 다른국가에선 안그러면서 우리나라 한국만 호구취급하는 아이폰 싫어서 불매합니다. 뭐 카드사가 우리가 왜 그렇게까지 해야돼? 안하겠음 이러니까 지들 아쉬우니 부착형ㅋ 그냥 니네가 다른나라한테 한것처럼 똑같이 단말기도 보급하고 수수료도 안받으면 될텐데 그돈도 아깝다고 아직도 이런 꼼수 부리고 있는걸보니 한국이랑 한국국민 어떻게 생각하는지 너무 확실해서 아이폰 더 싫네요.,0
420,버즈 플러스 예쁘다,1
421,오늘받았는데 근데 너무이쁨 ㅠㅠ,1
422,힝구... 블랙 예뻐요...,1
423,셀카도 역시 아이폰 ㅠㅠ 갤럭시 그 특유의 오이 ...? 되는 것 때문에 ..,0
424,다 아는거네.. 실망 (´°̥̥̥̥̥̥̥̥ω°̥̥̥̥̥̥̥̥｀),0
425,6s가 절정이엇죠 ㅇㅇ 쓰리디 터치랑 라이프 포토 나오구... 하드웨어두 그 때 젤 이뻤음 가볍기도 가벼웠구... 텐에스 쓰는 녀 그립톡 없이는 휴대폰을 못 들게 되었는데...,0
426,호오 예판은 민트가 1위였다던데,1
427,오바,0
428,용달 블루 다라이 레드 다시 나오는거 무엇?,0
429,충전기 미포함이요??? ㅋㅋㅋㅋㅋㅋㅋ,0
430,세븐 매트블랙 ㄴㅇㄴ,1
431,12아니몀 프로 !!,1
432,진짜 아이폰 5 내 잉생 핸드폰.....,1
433,애플안씁니다이제 ㅋㅋ 5g제대로 작동도안되면서 요금비싸게받아먹는 ㅋㅋㅋㅋㅋㅋ한국이 호구로 보이나보네요,1
434,오!!!! 나오네요,1
435,뒤로가기ㅠ,0
436,6s가 절정..,1
437,왕이쁨...,1
438,갤럭시 쓸 때 그냥... 뒤로가기 누르게 되더라구요 하핫,0
439,네네! 그래서 번인보정 프로그램 1차로 하고 그래도 안되면 액정교체 해주더라고요..! 글고 진짜 완전 수리기사 맘이라 쉽게 교체받은 사람도 있고 정말 안해주는 사람도 있더라구욬ㅋㅋㅋㅋ,0
440,귀 구조가 고무끼워진 이어폰 쉽게 빠지는 귀라 아이폰에서 안드로이드로 바꿔졌는데도 아이폰 이어폰만 끼고있었는데 고무 없는 것 같아서 관심 생기네요,1
441,카메라가 작아질 순 없나요? 아직 그런 기술은 없나 넘 커요 렌즈가,0
442,se이미지가 작고 예쁜 디자인인데 사실 이거도 원래 5s 재고처리였던거니 se2가 8이랑 디자인 같은건 예상되었던거ㅜ싼 가격에 아이폰 + 홈버튼 쓰고 싶으신 분들이 사면 되겠네용,1
443,대천재ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
444,덕질&삼페 때매 갤럭시를 포기 못해요...,0
445,저도 퍼플이요💜,1
446,폴드는 아니고 Z 플립은 회사 사람 써서 봤는데 그 주름 저는 무지 거슬리더라구요,0
447,5년정도 됐는데 배터리빼고 아직도 멀쩡해요 ㅋㅋㅋㅋ 심지어 지금 폰인 Xs보다 더 빠른 것 같기도...,1
448,"뱔루,,",0
449,다음 노트 기대해도 되나요,1
450,"와,,,,,,,",1
451,아 갖고 싶다 버전 1은요...,1
452,와 신기하다...,1
453,와..,1
454,디자인이 ㅠㅠ 세련되지 않아서,0
455,가지고 싶다....좋다.... 갤노트 접히는거로 나오면 바로 삽니다 진짜ㅠㅜ,1
456,이쁜데....? 사실 카메라 왼쪽으로 치운것만으로도 감사하네요ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
457,12 프로 버팁니다ㅠㅠㅠ,1
458,아 X랑 11 카메라 색감이 기존의 7~8이랑 너무 달라졌는데 그게 제 취향이 너무 아니라서요 ㅋㅋㅋㅋㅠㅠㅠ ㅜㅜㅜ...,0
459,갤럭시 쓸 때 그냥... 뒤로가기 누르게 되더라구요 하핫,0
460,불법 아닌가요 ㅠㅠ,0
461,저거 제발 누가 다시 내줬으면 좋겠어요 ㅠㅜ,0
462,갤럭시 폴드보다 내구성 좋아졌다고 하니까 점점 더 좋아질 거라고 생각해요,1
463,음질은 딱히 못 느껴봤는데 발열이 진짜 엄청나요... 잠깐만 켜놔도 뜨겁고ㅠ,0
464,삼성페이 넘 좋아요! 그래서 지갑을 안 들고 댕긴다는ㅋㅋ,1
465,블랙 예쁜데 ㅠㅡㅠ,0
466,엑슨데 자꾸 눈에 밟힘 바꿔야 하는 건가...,1
467,우와.... 근데 카메라 성능 좋아 질 수록 무거워 지는 건가요ㅠㅠ?,1
468,뭔가 다시 용달블루로 돌아온 느낌,0
469,이뿌다이뿌다,1
470,저 당시에 아부지의 아이폰을 보고 탐이나서 스마트폰 갖고싶다고 했다가 갤럭시를 사버렸던 기억이....그렇게 갤럭시의 길로 접어들었더랬죠ㅋㅋㅋ언젠가 아이폰 한 번 써보고 싶네요..,1
471,꺼내기 귀찮겠당,0
472,헐....충전기는 줘야짘ㅋㅋㅋㅋㅋㅋㅋ애플 왜이랰ㅋㅋㅋㅋㅋㅋㅋ,0
473,퍼플 갖고 싶었는데ㅠㅠㅠㅠ 텅장이라 아쉽,0
474,😥,0
475,6보다 작다고요?????? 안대..............,0
476,저도 슬며시 정보를 얻어가도 될까요? 저도 아이폰으로 처음 바꾸는데 이거 사보고싶어서....,1
477,s10 시리즈 좋았잖악!!!,1
478,진짜 선구안이네..,1
479,퍼플💜넘 만족스러워요,1
480,XS로즈골드 예뻐서샀는데 인덕션은...다음엔 갤럭시 각......,0
481,11도 심해요ㅠㅠ,0
482,퍼플 진짜 엄청 이뻐여.. 볼때마다 감탄 ㅠㅠㅠㅠㅠ,1
483,삼성 뇌절그만해요......이어폰단자 ㅠㅠㅠㅠㅠㅠ,0
484,블랙이 젤 이뻤는데ㅠ ㅠㅠㅠㅠㅠㅠ,0
485,버즈 플러스도 옐로우 있을까요 ㅠㅠ,1
486,요거 화질도 깔끔하고 예뻐서 저도 사용중,1
487,😂,0
488,어떻게 하는 건지 알려주실 수 있ㄴㅏ요...?,0
489,갤 노 사랑합니다❤,1
490,카메라가 전부는 아닌데요...,0
491,"아이폰 4,5 쓸 당시에 핸드폰 볼 때마다 흐뭇했져 너무 예뻤는데...이번 xs 망가지면 아이폰 영원히 안녕ㅠㅠ",0
492,연보라 때문에뽐뿌와여..,1
493,세잎 클로버에서 네잎됐네..,1
494,덕질 끊지 않는 이상 영원히 갤럭시..혹은 엘지도 괜찮..아이폰 파일 정리 안되고 as 어려운것도 있고...이번에 애플 업데이트 하면서 된다는 기능들 안드폰들은 오래전부터 있던게 지금에서야 된단거에 놀람 유튜브 보면 화소 낮춰지게 보이는것도 그렇구,0
495,으아아아 감사합니다 꼭 시험끝나고 같은 폰을 쓰고있길 바라고있어요,1
496,그냥 편해서 갤럭시 쓰는데 해외도 그렇고 안드폰은 나이든 사람이나 쓴다는 이미지가 좀 신기햇던게 오히려 사용자에따라 변하기 쉬운게 안드여서 ㅋㅋㅋㅋㅋ 갤럭시 경우엔 기능도 많다보니 모르고 지나치는것도 많고,1
497,6s+ 4년반째..,1
498,왜 디자인을 저 따구로 하지?,0
499,공감합니다 이제 1년 됐는데 배터리가 금방 닳아요..!! ㅠㅠ,0
500,"울트라쓰는데 색깔이 넘 아쉬워오ㅠㅠㅠ 핑크 울트라였다면 몇년도 더 썼을것,,",0
501,방수가 안되는 건 안타깝네요,0
502,"아싸 조금만 더 버티면 된다,,,,,,,",1
503,퍼플~~~~~!!!!♡,1
504,음질이 젤 구려요 그거 말곤 불편한 점 잘 못 느꼈어요,0
505,폰이 살려달라고 하는 것 같아요 ㅋㅋㅋㅋㅋㅋㅋ ㅠㅠㅠ,0
506,레드 산다 기다려라 레드,1
507,내가쓰는 블랙이 꼴찌라니..,0
